Trt	Plot	Sample	Substrate	Enzyme_nm_g_hr	SampDate	RunDay
24H	6	5	CBH	19.7991618	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	CBH	120.7528209	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	CBH	40.88464529	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	LAP	971.9720872	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	LAP	307.1596505	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	LAP	709.9780973	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	LAP	412.1743923	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	NAG	117.7391011	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	NAG	8.103081356	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	NAG	73.94521639	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	NAG	23.06858952	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	PER1	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	PER1	3.143903764	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	PER1	1.775948692	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	PEROX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	PEROX	8.442243986	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	PEROX	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	PEROX	3.411430126	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	PHENOX	2.65968457	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	PHENOX	5.298340222	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	PHENOX	1.520850417	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	PHENOX	1.635481435	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	PHOS	21.79633104	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	PHOS	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	PHOS	41.96447172	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	AG	33.03084297	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	AG	37.4644565	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	AG	31.48226205	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	AG	22.95240583	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	BG	674.9791758	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	BG	622.3413146	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	BG	337.769816	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	BG	363.9616207	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	BX	83.22743427	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	BX	106.7881109	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	BX	54.58155485	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	BX	46.41541494	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	CBH	47.04988144	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	CBH	56.29062642	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	CBH	37.4889127	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	CBH	43.14491332	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	LAP	541.5943395	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	LAP	762.7217122	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	LAP	589.0606074	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	LAP	402.9394814	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	NAG	48.07717512	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	NAG	35.59069814	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	NAG	46.86968663	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	NAG	22.64606817	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	PER1	4.901629174	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	PER1	4.352841866	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	PER1	4.46290153	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	PEROX	8.460385945	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	PEROX	7.445742999	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	PEROX	8.965056947	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	PEROX	9.645223839	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	PHENOX	3.558756771	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	PHENOX	9.199220408	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	PHENOX	4.612215081	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	PHENOX	5.182322309	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	1	PHOS	21.81332532	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	1	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	1	PHOS	245.5478295	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	1	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	AG	1.765700245	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	AG	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	AG	23.80756964	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	AG	36.61263291	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	BG	523.0042226	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	BG	286.9262583	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	BG	313.261972	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	BG	462.1939966	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	BX	57.95579921	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	BX	21.72423977	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	BX	28.17798893	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	BX	69.41350775	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	CBH	28.56465183	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	CBH	13.52091086	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	CBH	12.83696422	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	CBH	60.23057317	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	LAP	355.6541552	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	LAP	294.8420379	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	LAP	631.2399499	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	LAP	376.6625797	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	NAG	26.73813925	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	NAG	1.907117711	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	NAG	23.81552775	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	NAG	36.79898499	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	PER1	3.881268723	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	PER1	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	PER1	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	PEROX	12.71091202	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	PEROX	0.514780435	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	PEROX	1.484493983	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	PEROX	1.323073317	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	PHENOX	8.829643301	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	PHENOX	7.335164081	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	PHENOX	4.838910097	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	PHENOX	2.599926467	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	2	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	2	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	2	PHOS	36.91884567	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	2	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	AG	30.95666869	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	AG	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	AG	25.67710538	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	AG	38.38070013	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	BG	516.2757055	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	BG	236.4357364	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	BG	461.3040569	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	BG	524.8505611	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	BX	79.70680311	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	BX	31.74535193	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	BX	41.79538161	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	BX	55.19829065	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	CBH	48.47321476	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	CBH	9.042491053	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	CBH	34.84305659	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	CBH	56.02369383	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	LAP	408.0915205	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	LAP	366.3424273	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	LAP	575.0094488	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	LAP	443.2882241	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	NAG	53.16774697	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	NAG	8.97796212	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	NAG	32.35505866	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	NAG	31.37690955	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	PER1	13.48151374	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	PER1	2.059641716	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	PER1	2.309881127	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	PEROX	14.60129412	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	PEROX	12.53200777	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	PEROX	4.092827004	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	PEROX	4.031899246	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	PHENOX	1.119780376	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	PHENOX	12.78420632	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	PHENOX	2.033185288	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	PHENOX	1.722018119	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	3	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	3	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	3	PHOS	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	3	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	AG	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	AG	33.76121195	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	AG	82.69563644	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	AG	47.43531189	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	BG	371.9344406	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	BG	370.9904323	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	BG	567.1323111	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	BG	524.4671612	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	BX	65.90900626	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	BX	81.45698418	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	BX	141.0244971	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	BX	94.36090871	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	CBH	22.07467191	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	CBH	46.13740079	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	CBH	97.21899701	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	CBH	62.21321756	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	LAP	420.7720165	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	LAP	408.8226307	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	LAP	480.4005404	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	LAP	383.8705142	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	NAG	21.83335526	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	NAG	44.05019168	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	NAG	121.8613231	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	NAG	46.49315189	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	PER1	0.946584984	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	PER1	2.546486429	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	PER1	2.932290559	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	PER1	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	PEROX	5.120057285	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	PEROX	7.98114069	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	PEROX	6.930504581	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	PEROX	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	PHENOX	4.173472301	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	PHENOX	5.43465426	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	PHENOX	3.998214022	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	PHENOX	1.905217111	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	4	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	4	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	4	PHOS	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	4	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	AG	47.54684018	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	AG	18.93358337	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	AG	29.77644364	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	AG	21.11455686	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	BG	726.0546144	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	BG	394.1938112	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	BG	421.3312888	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	BG	586.1535901	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	BX	42.71864046	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	BX	61.46463214	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	BX	51.11649708	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	BX	53.98724539	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	CBH	56.77376513	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	CBH	35.16924022	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	CBH	28.12137241	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	CBH	60.4965643	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	LAP	387.7586121	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	LAP	461.1588419	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	LAP	483.9150058	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	LAP	553.0537293	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	NAG	73.3642384	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	NAG	23.69962665	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	NAG	34.14026043	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	NAG	48.85449205	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	PER1	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	PER1	2.826970687	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	PER1	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	PEROX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	PEROX	5.2055977	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	PEROX	6.788109368	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	PEROX	5.115787713	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	PHENOX	11.35595798	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	PHENOX	3.961138681	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	PHENOX	9.559480961	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	7	5	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	7	5	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	7	5	PHOS	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	7	5	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	AG	42.46411585	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	AG	19.41585997	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	AG	35.55181078	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	AG	20.76285005	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	BG	826.3397116	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	BG	369.4132389	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	BG	519.5983803	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	BG	443.7922801	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	BX	96.48707806	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	BX	64.58753856	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	BX	99.62581998	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	BX	55.14812868	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	CBH	67.12977206	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	CBH	31.48103133	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	CBH	121.8479923	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	CBH	47.48834269	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	LAP	493.2322386	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	LAP	423.5210011	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	LAP	571.9229637	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	LAP	480.7451437	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	NAG	48.15697999	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	NAG	24.77111265	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	NAG	74.79240733	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	NAG	22.81545529	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	PER1	8.962829064	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	PER1	2.476816974	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	PER1	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	PEROX	8.775164775	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	PEROX	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	PEROX	7.023843244	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	PEROX	1.152826422	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	PHENOX	0.02601631	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	PHENOX	4.54702627	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	PHENOX	9.49477543	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	1	PHOS	33.40219239	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	1	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	1	PHOS	113.5990372	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	1	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	AG	27.67923337	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	AG	35.77090551	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	AG	7.561198432	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	AG	25.87024417	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	BG	531.2843078	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	BG	482.67924	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	BG	289.303049	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	BG	580.2634289	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	BX	79.36982554	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	BX	70.58811356	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	BX	24.68451123	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	BX	65.01530915	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	CBH	47.57005777	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	CBH	38.31467736	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	CBH	1.076062437	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	CBH	51.95199281	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	LAP	371.2749176	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	LAP	667.1024846	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	LAP	421.8529341	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	LAP	633.463715	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	NAG	41.27360125	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	NAG	30.65951096	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	NAG	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	NAG	40.82134396	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	8	2	PER1	6.378137042	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	8	2	PER1	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	8	2	PER1	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	8	2	PER1	4.573620726	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
