Trt	Plot	Sample	Substrate	Enzyme_nm_g_hr	SampDate	RunDay
24H	5	2	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	PHOS	9.695446375	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	AG	75.1454661	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	AG	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	AG	45.33147142	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	AG	15.60121621	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	BG	537.2448696	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	BG	228.4344766	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	BG	370.9009088	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	BG	373.4218972	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	BX	139.3361948	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	BX	30.51788718	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	BX	76.13692366	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	BX	69.33401553	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	CBH	59.03658407	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	CBH	15.16775102	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	CBH	38.90414334	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	CBH	50.00528509	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	LAP	581.4471989	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	LAP	442.7197199	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	LAP	684.6964756	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	LAP	404.1780944	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	NAG	90.57111629	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	NAG	22.65293435	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	NAG	40.71443626	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	NAG	27.9882164	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	PER1	1.710816844	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	PER1	7.224470121	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	PER1	1.189692412	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	PER1	0.911918471	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	PEROX	4.757708615	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	PEROX	10.27060224	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	PEROX	2.026558242	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	PEROX	5.281730155	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	PHENOX	3.046891771	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	PHENOX	3.046132123	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	PHENOX	0.83686583	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	PHENOX	4.369811684	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	3	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	3	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	3	PHOS	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	3	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	AG	34.19465193	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	AG	7.183275888	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	AG	18.72626115	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	AG	12.47904363	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	BG	501.9989125	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	BG	353.0019567	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	BG	409.2276089	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	BG	351.3767486	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	BX	79.40315162	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	BX	32.6398491	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	BX	37.95261868	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	BX	46.97154535	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	CBH	62.11035691	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	CBH	20.34377066	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	CBH	25.49707584	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	CBH	41.35002932	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	LAP	639.0928842	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	LAP	478.425534	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	LAP	517.2544398	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	LAP	606.8457044	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	NAG	64.44752209	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	NAG	22.1726719	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	NAG	14.31485997	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	NAG	18.20404482	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	PER1	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	PER1	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	PER1	2.303584734	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	PEROX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	PEROX	1.327542867	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	PEROX	5.796223961	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	PEROX	3.448278634	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	PHENOX	1.805071244	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	PHENOX	8.626179214	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	PHENOX	6.384922517	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	PHENOX	1.1446939	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	4	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	4	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	4	PHOS	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	4	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	AG	35.03351447	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	AG	37.91754052	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	AG	37.20849755	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	AG	28.31247617	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	BG	435.3758306	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	BG	491.9610942	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	BG	344.253186	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	BG	664.4233243	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	BX	77.96107048	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	BX	93.81151076	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	BX	61.68253194	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	BX	120.2110937	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	CBH	44.25379016	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	CBH	53.27702362	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	CBH	39.0801473	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	CBH	74.64638405	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	LAP	355.0473513	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	LAP	732.4891742	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	LAP	377.9182428	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	LAP	580.9632504	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	NAG	48.55474968	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	NAG	53.21772399	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	NAG	28.88356841	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	NAG	53.74323812	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	PER1	6.671852441	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	PER1	5.786776492	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	PER1	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	PEROX	6.434100771	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	PEROX	9.051020208	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	PEROX	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	PEROX	5.992113838	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	PHENOX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	PHENOX	3.264243716	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	PHENOX	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	PHENOX	8.58341845	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	5	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	5	PHOS	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	5	5	PHOS	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	5	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	AG	25.61939487	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	AG	36.87968834	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	AG	23.84322019	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	AG	37.29019424	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	BG	482.0380272	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	BG	333.4559065	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	BG	397.0832745	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	BG	449.3368479	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	BX	100.8358522	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	BX	57.74345808	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	BX	35.9846273	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	BX	83.27852166	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	CBH	51.14003735	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	CBH	130.7350018	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	CBH	57.45804588	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	CBH	64.17836071	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	LAP	687.4656133	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	LAP	128.8951264	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	LAP	477.9793773	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	LAP	385.7525632	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	NAG	86.45523223	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	NAG	139.4211523	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	NAG	50.62882744	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	NAG	57.09635972	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	PER1	17.57640507	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	PER1	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	PER1	4.09342685	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	PEROX	8.804730101	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	PEROX	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	PEROX	0.895487778	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	PEROX	2.807101684	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	PHENOX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	PHENOX	3.118775947	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	PHENOX	1.586012654	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	PHENOX	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	1	PHOS	23.32575797	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	1	PHOS	183.8215803	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	1	PHOS	11.17851466	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	1	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	AG	38.30917838	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	AG	19.56212667	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	AG	46.68179426	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	AG	18.97166603	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	BG	427.7832149	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	BG	386.8136947	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	BG	493.9638199	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	BG	203.4394069	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	BX	93.78789806	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	BX	64.13704051	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	BX	77.22255408	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	BX	36.83299408	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	CBH	43.76650933	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	CBH	34.64015342	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	CBH	107.1575182	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	CBH	23.05095713	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	LAP	322.305269	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	LAP	333.0122032	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	LAP	476.6778337	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	LAP	102.5936176	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	NAG	77.45505608	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	NAG	38.83846831	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	NAG	39.42674316	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	NAG	27.89225778	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	PER1	7.617784307	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	PER1	0.174728346	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	PER1	1.993879802	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	PEROX	9.12881391	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	PEROX	4.149798228	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	PEROX	3.948755826	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	PEROX	3.247392963	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	PHENOX	1.511029603	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	PHENOX	3.975069882	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	PHENOX	6.634262588	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	PHENOX	1.253513161	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	2	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	2	PHOS	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	2	PHOS	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	2	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	AG	42.27025308	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	AG	21.55004439	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	AG	65.29384226	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	AG	30.45525262	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	BG	431.5278406	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	BG	363.0947447	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	BG	660.5476814	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	BG	554.142436	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	BX	85.93034208	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	BX	44.6846436	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	BX	111.4330721	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	BX	81.90890085	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	CBH	46.45358134	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	CBH	29.89055609	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	CBH	88.19503938	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	CBH	51.78223304	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	LAP	307.1722823	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	LAP	413.6030993	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	LAP	628.8694186	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	LAP	175.1747249	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	NAG	47.07806536	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	NAG	9.014880991	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	NAG	94.23347027	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	NAG	35.37483216	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	PER1	9.393014313	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	PER1	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	PER1	1.765610224	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	PER1	0.203351852	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	PEROX	6.348104033	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	PEROX	8.243944637	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	PEROX	5.715005157	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	PEROX	3.32732545	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	PHENOX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	PHENOX	9.251838235	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	PHENOX	3.949394934	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	PHENOX	3.123973598	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	3	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	3	PHOS	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	3	PHOS	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	3	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	AG	54.97820536	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	AG	20.16971245	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	AG	59.1783214	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	AG	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	BG	538.1855721	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	BG	432.7784862	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	BG	729.8707924	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	BG	310.3545448	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	BX	100.0368628	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	BX	58.34950669	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	BX	115.1196359	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	BX	27.62802027	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	CBH	55.1802429	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	CBH	30.80269353	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	CBH	127.7135119	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	CBH	26.10512261	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	LAP	740.278061	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	LAP	395.2752349	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	LAP	650.908002	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	LAP	368.5187138	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	NAG	66.84610005	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	NAG	16.07815649	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	NAG	75.145616	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	NAG	14.75137752	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	PER1	12.27293902	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	PER1	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	PER1	5.033637504	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	PEROX	11.56752231	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	PEROX	5.457796043	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	PEROX	2.80394814	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	PEROX	8.565750491	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	PHENOX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	PHENOX	6.141143999	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	PHENOX	2.950621014	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	PHENOX	3.532112987	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	4	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	4	PHOS	0	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	4	PHOS	90.73409971	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	4	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	AG	50.52827725	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	AG	5.782053796	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	AG	25.71849639	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	AG	10.82759596	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	BG	585.4033702	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	BG	275.0140276	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	BG	784.6076391	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	BG	394.7452615	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	BX	117.4132183	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	6	5	BX	27.74935885	2017-07-13 00:00:00.000	2017-10-06 00:00:00.000
1wk	6	5	BX	109.3434594	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	6	5	BX	49.61515565	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	6	5	CBH	83.55944753	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
